cuisine,atmosphere,occasion,price,style
Indian,Excellent Food,Private Rooms Available,below $15,none
American,Extraordinary Food,Delivery Available,$30-$50,Californian
American,Place for Singles,Private Rooms Available,$15-$30,Coffee Shops
Italian,Extraordinary Service,Private Rooms Available,$15-$30,none
Italian,Quirky,Weekend Lunch,$15-$30,Central
American,Good Decor,Delivery Available,$15-$30,Continental
French,People Keep Coming Back,Weekend Lunch,$15-$30,Brasserie
Italian,Wheelchair Access,Takeout Available,$15-$30,Traditional
French,Near-perfect Decor,Dancing,$30-$50,Continental
American,Excellent Service,Late Night Menu,below $15,Coffee Shops
French,Warm spots by the fire,Picnics,$15-$30,Brasserie
American,Excellent Food,Special Brunch Menu,below $15,Cab
American,Wheelchair Access,Weekend Lunch,$30-$50,Continental
American,People Keep Coming Back,Weekend Lunch,below $15,Hamburgers
French,Excellent Food,Prix Fixe Menus,$30-$50,Steakhouses
Italian,Little Known But Well Liked,Weekend Dining,$15-$30,Southwestern
French,Parking/Valet,Fine for Dining Alone,$30-$50,Eclectic
American,Parking/Valet,Private Rooms Available,$15-$30,Southern
American,Classic Hotel Dining,Takeout Available,$15-$30,High Tea
French,Great for People Watching,Prix Fixe Menus,$15-$30,Steakhouses
American,Wheelchair Access,none,$30-$50,Southern
American,Excellent Decor,Private Rooms Available,below $15,Coffee Shops
Indian,Good Food,Takeout Available,$15-$30,none
American,Excellent Service,Private Rooms Available,$15-$30,Grills
American,Extraordinary Food,Weekend Dining,$15-$30,Southern
American,Good Food,Weekend Brunch,$15-$30,Eclectic
French,Great for People Watching,Open for Breakfast,$15-$30,Continental
Mexican,Excellent Service,Dining Outdoors,below $15,none
American,An Historic Spot,Weekend Dining,$15-$30,Traditional
American,Classic Hotel Dining,Private Rooms Available,$15-$30,Traditional
Mexican,Good Service,Dining After the Theater,below $15,none
Mexican,Fair Decor,Delivery Available,below $15,Tacos
Mexican,Good Decor,none,below $15,none
Italian,Warm spots by the fire,Delivery Available,$15-$30,Pizza
French,Parking/Valet,Private Rooms Available,$15-$30,Power Brokers
American,Health Conscious Menus,Private Rooms Available,$30-$50,Traditional
French,Great for People Watching,Catering for Special Events,$15-$30,Continental
French,Extraordinary Service,Open for Breakfast,$30-$50,Power Brokers
Italian,Extraordinary Service,Dining After the Theater,$15-$30,none
American,Business Scene,Late Night Menu,$15-$30,Hamburgers
American,Health Conscious Menus,Dining Outdoors,$15-$30,Hamburgers
Mexican,Excellent Food,Open on Sundays,below $15,none
Indian,Excellent Food,Private Parties,below $15,none
French,Extraordinary Service,none,$30-$50,Cab
Italian,Extraordinary Food,Private Rooms Available,over $50,none
American,Health Conscious Menus,Private Rooms Available,$15-$30,High Tea
Mexican,Wheelchair Access,Late Night Menu,$15-$30,none
American,Excellent Decor,Special Brunch Menu,$15-$30,Southern
Italian,Near-perfect Food,Parties and Occasions,$30-$50,none
French,Classic Hotel Dining,Dining Outdoors,$30-$50,High Tea
American,For the Young and Young at Heart,See the Game,below $15,Traditional
French,Up and Coming,Prix Fixe Menus,$30-$50,none
Mexican,For the Young and Young at Heart,Margaritas,$15-$30,none
American,Focus on Dessert,Private Parties,$15-$30,none
French,Near-perfect Food,Weekend Brunch,$30-$50,Power Brokers
Mexican,Good Food,Open for Breakfast,below $15,Southwestern
American,Excellent Decor,Late Night Menu,$30-$50,Traditional
American,No Reservations,Takeout Available,$15-$30,Traditional
Italian,No Reservations,Open on Sundays,below $15,Pizza
American,Quirky,Entertainment,$15-$30,Hamburgers
American,Poor Decor,Other Quick Food,below $15,Po' Boys
American,Singles Scene,Dining Outdoors,$15-$30,none
Italian,An Out Of The Way Find,Weekend Brunch,$15-$30,none
American,Health Conscious Menus,Weekend Dining,$15-$30,Power Brokers
French,Fabulous Wine Lists,Entertainment,$30-$50,Continental
American,Near-perfect Service,Private Parties,$30-$50,Cab
American,Romantic,Dancing,$30-$50,Steakhouses
Italian,Parking/Valet,Private Parties,below $15,none
American,Wheelchair Access,Entertainment,$15-$30,Californian
French,Extraordinary Decor,Private Parties,$30-$50,Cab
American,Excellent Food,Weekend Dining,$15-$30,Steakhouses
American,Excellent Decor,Private Rooms Available,$15-$30,Southern Comfort
French,Excellent Decor,Weekend Dining,$30-$50,Power Brokers
French,Excellent Service,Weekend Brunch,$15-$30,Brasserie
American,Wheelchair Access,Fine for Dining Alone,$30-$50,Eclectic
Italian,Old World Cafe Charm,After Hours Dining,$30-$50,Pizza
American,Poor Decor,Takeout Available,below $15,Po' Boys
American,Good Service,Open for Breakfast,$15-$30,Eclectic
American,Excellent Food,Dining Outdoors,$15-$30,Oyster Bars
American,Up and Coming,Weekend Dining,$30-$50,none
American,Excellent Decor,Private Rooms Available,$30-$50,Soulfood
American,Place for Singles,none,$30-$50,Southwestern
French,Classic Hotel Dining,Weekend Dining,over $50,Californian
Indian,Buffet Dining,Weekend Lunch,$15-$30,none
Italian,Good for Younger Kids,Catering for Special Events,below $15,none
Indian,Warm spots by the fire,Weekend Jazz Brunch,$15-$30,Californian
French,Near-perfect Food,Pre-theater Dining,$30-$50,Eclectic
French,Near-perfect Service,Pre-theater Dining,$30-$50,none
American,Extraordinary Service,Entertainment,$15-$30,High Tea
Italian,Excellent Service,Private Parties,$15-$30,Eclectic
American,Parking/Valet,Entertainment,$30-$50,Continental
French,Hip Place To Be,Prix Fixe Menus,over $50,Cab
American,Singles Scene,Short Drive,below $15,none
American,Excellent Food,Great Place to Meet for a Drink,$30-$50,Cab
Mexican,Credit cards are not accepted,Open on Sundays,below $15,none
French,Extraordinary Service,Dining Outdoors,$30-$50,Continental
American,Good Service,Special Brunch Menu,$15-$30,Soulfood
French,Good Food,Delivery Available,$15-$30,none
Italian,Great for People Watching,Open for Breakfast,$15-$30,Coffee Houses
American,Romantic,Takeout Available,$15-$30,Traditional
French,Business Scene,Open for Breakfast,$30-$50,Power Brokers
American,Fair Decor,Dining Outdoors,below $15,Eclectic
Italian,Extraordinary Food,none,$15-$30,Cab
Italian,Excellent Service,Takeout Available,$15-$30,none
Indian,Good Decor,Delivery Available,$15-$30,none
Mexican,Good Food,Private Rooms Available,$15-$30,Traditional
Indian,Good Food,Fine for Dining Alone,below $15,none
American,Excellent Decor,Open on Mondays,$15-$30,Power Brokers
American,For the Young and Young at Heart,Dining Outdoors,$15-$30,none
American,Hip Place To Be,Dining After the Theater,$15-$30,Power Brokers
American,Parking/Valet,Dining Outdoors,$15-$30,Deli
Italian,Good Service,Weekend Jazz Brunch,$15-$30,Continental
Italian,Focus on Dessert,Dining After the Theater,$15-$30,none
Indian,Excellent Service,Catering for Special Events,$15-$30,none
American,Extraordinary Food,Special Brunch Menu,$30-$50,Hamburgers
French,Quiet for Conversation,Dining Outdoors,$30-$50,none
Mexican,Extraordinary Food,Open for Breakfast,below $15,none
American,Business Scene,Entertainment,$30-$50,none
American,Excellent Food,Dancing,below $15,Hamburgers
American,An Historic Spot,Weekend Dining,$30-$50,Southern
Indian,Little Known But Well Liked,Weekend Lunch,$15-$30,none
Italian,Excellent Decor,Late Night Menu,$30-$50,Power Brokers
American,Parking/Valet,Catering for Special Events,below $15,Coffee Shops
Italian,Business Scene,Special Brunch Menu,$30-$50,none
French,Place for Singles,Pre-theater Dining,$15-$30,none
French,Good Service,Private Parties,$15-$30,none
Italian,Good for Younger Kids,Weekend Brunch,$15-$30,Pizzerias
American,No Smoking Allowed,Early Dining,$15-$30,Continental
French,Very Busy - Reservations a Must,Catering for Special Events,$30-$50,Power Brokers
Indian,Fair Decor,Special Brunch Menu,below $15,none
American,Up and Coming,Private Parties,$15-$30,Pizza
American,No Liquor Served,Takeout Available,below $15,none
American,Good Service,Weekend Dining,below $15,Southern
Italian,Extraordinary Food,none,$15-$30,Power Brokers
French,Good Out of Town Business,Pre-theater Dining,over $50,Power Brokers
Mexican,Extraordinary Service,Dining Outdoors,$15-$30,Southwestern
Mexican,Excellent Service,Short Drive,below $15,none
American,Singles Scene,Late Night Menu,below $15,Southern
French,Good Decor,Pre-theater Dining,$30-$50,none
American,Up and Coming,Weekend Dining,$15-$30,Southern
Italian,Excellent Decor,Delivery Available,$15-$30,Traditional
American,Excellent Decor,Delivery Available,$30-$50,none
Italian,Wheelchair Access,Delivery Available,$30-$50,Power Brokers
American,Relaxed Senior Scene,Private Rooms Available,$30-$50,none
Italian,Excellent Service,Dining After the Theater,$15-$30,none
Italian,Excellent Decor,Pre-theater Dining,$15-$30,Traditional
Italian,Extraordinary Food,Takeout Available,below $15,Pizza
Italian,Good Out of Town Business,Pre-theater Dining,$30-$50,Continental
American,Excellent Food,Open for Breakfast,$15-$30,Eclectic
Italian,Excellent Food,Weekend Brunch,$15-$30,Traditional
American,An Historic Spot,Weekend Brunch,below $15,Cab
American,Excellent Food,Weekend Dining,below $15,Hamburgers
American,Extraordinary Decor,Private Rooms Available,over $50,Power Brokers
American,Good Service,Dancing,below $15,none
Mexican,Good Service,Late Night Menu,$15-$30,Traditional
American,Good Food,Open for Breakfast,below $15,Deli
American,Good Service,Late Night Menu,below $15,none
American,Extraordinary Food,Weekend Dining,over $50,Steakhouses
American,Fabulous Views,Prix Fixe Menus,$15-$30,none
French,Parking/Valet,Open for Breakfast,over $50,Californian
American,Fair Decor,Open for Breakfast,below $15,Diners
Italian,Good for Younger Kids,Private Rooms Available,$15-$30,Pizzerias
American,No Reservations,Takeout Available,below $15,Po' Boys
Italian,Excellent Service,Happy Hour,$15-$30,none
Italian,Extraordinary Decor,Weekend Brunch,$15-$30,Power Brokers
Italian,Fabulous Wine Lists,Parties and Occasions,$30-$50,none
French,Hip Place To Be,Takeout Available,$30-$50,Power Brokers
American,Excellent Food,Fine for Dining Alone,below $15,Southern Comfort
Italian,Good Food,Weekend Dining,below $15,Coffee Houses
Italian,Parking/Valet,Weekend Dining,below $15,Pizza
French,For the Young and Young at Heart,Weekend Lunch,$15-$30,Brasserie
Mexican,Good Decor,Dining Outdoors,$15-$30,Southwestern
American,Romantic,Private Rooms Available,$30-$50,Californian
Italian,Extraordinary Food,Weekend Dining,$30-$50,Steakhouses
Italian,Business Scene,Pre-theater Dining,$30-$50,Cab
Mexican,Hip Place To Be,Private Parties,$15-$30,Traditional
French,Fabulous Wine Lists,Prix Fixe Menus,over $50,High Tea
American,Wheelchair Access,Dining Outdoors,$30-$50,Cab
American,Fabulous Wine Lists,Dancing,over $50,none
French,Good Decor,Open for Breakfast,$15-$30,Coffee Shops
Italian,Place for Singles,Dancing,$15-$30,Hamburgers
Italian,Good Out of Town Business,Weekend Dining,over $50,Power Brokers
Mexican,Wheelchair Access,Weekend Dining,below $15,Tacos
American,Fabulous Wine Lists,Private Rooms Available,over $50,Power Brokers
American,Excellent Food,Delivery Available,$15-$30,Traditional
French,Great for People Watching,Private Rooms Available,$15-$30,none
American,Extraordinary Decor,Special Brunch Menu,$15-$30,Southern
American,Very Busy - Reservations a Must,Fine for Dining Alone,$30-$50,High Tea
Italian,Business Scene,Weekend Dining,$30-$50,Power Brokers
Mexican,Good for Younger Kids,Delivery Available,below $15,Tacos
French,Excellent Food,Dining Outdoors,$30-$50,none
Mexican,Good Service,Weekend Dining,$15-$30,none
American,Good Food,Late Night Menu,below $15,Deli
French,Creative,Weekend Lunch,$30-$50,Californian
French,No Reservations,Weekend Dining,below $15,High Tea
American,Extraordinary Decor,Catering for Special Events,$30-$50,Traditional
American,Cafe/Garden Dining,Private Rooms Available,$30-$50,Power Brokers
American,Excellent Service,Weekend Lunch,below $15,Central
American,Quirky,Weekend Brunch,below $15,Eclectic
American,Good for Younger Kids,Special Brunch Menu,$15-$30,Traditional
Italian,Excellent Decor,Entertainment,$15-$30,none
French,Near-perfect Decor,Short Drive,over $50,Power Brokers
American,Little Known But Well Liked,Late Night Menu,$15-$30,none
American,For the Young and Young at Heart,Dining Outdoors,$15-$30,Pizza
American,Extraordinary Food,Dancing,$15-$30,Soulfood
American,Very Busy - Reservations a Must,Early Dining,$15-$30,none
American,Excellent Service,Special Brunch Menu,below $15,Hamburgers
Italian,Extraordinary Food,Great Place to Meet for a Drink,$15-$30,Cab
American,For the Young and Young at Heart,Delivery Available,below $15,Southwestern
Mexican,Good Service,Fine for Dining Alone,below $15,Tacos
American,Tourist Appeal,Private Rooms Available,below $15,Diners
Italian,Excellent Service,Long Drive,$15-$30,Carry in Wine and Beer
Italian,People Keep Coming Back,Long Drive,below $15,none
American,Good Food,Entertainment,$30-$50,none
American,Excellent Decor,Private Rooms Available,$15-$30,Soulfood
Italian,Excellent Decor,Takeout Available,$15-$30,Hamburgers
Mexican,Fair Decor,After Hours Dining,$15-$30,none
American,Buffet Dining,Special Brunch Menu,$15-$30,High Tea
French,Warm spots by the fire,Weekend Brunch,$30-$50,none
American,No Reservations,Dancing,$15-$30,Pizza
French,Good Decor,Private Parties,$15-$30,none
American,Good for Younger Kids,Takeout Available,$15-$30,Eclectic
French,Excellent Service,Dancing,$30-$50,Cab
American,Singles Scene,Private Parties,$15-$30,Power Brokers
American,Little Known But Well Liked,Weekend Brunch,$15-$30,none
American,Romantic,Private Rooms Available,$30-$50,Continental
Italian,Hip Place To Be,Catering for Special Events,below $15,Pizza
French,Need To Dress,Weekend Dining,$30-$50,Eclectic
French,Romantic,Private Rooms Available,$15-$30,Eclectic
Indian,Excellent Food,Weekend Lunch,$15-$30,Traditional
French,Need To Dress,Prix Fixe Menus,over $50,Power Brokers
American,Pub Feel,Long Drive,below $15,none
American,Relaxed Senior Scene,Open for Breakfast,$15-$30,none
American,Wheelchair Access,Weekend Lunch,$30-$50,Power Brokers
Italian,Very Busy - Reservations a Must,Delivery Available,$30-$50,Traditional
Italian,No Reservations,Weekend Dining,$15-$30,Cab
Italian,Extraordinary Food,Private Rooms Available,below $15,Pizza
American,Excellent Service,Delivery Available,below $15,Coffee Shops
American,Near-perfect Decor,Pre-theater Dining,$30-$50,Power Brokers
Italian,Excellent Decor,Private Rooms Available,$15-$30,Cafe/Espresso Bars
American,Place for Singles,Dancing,$30-$50,Soulfood
Italian,Creative,Weekend Brunch,$15-$30,Pizzerias
American,Extraordinary Service,Prix Fixe Menus,over $50,High Tea
Italian,No Reservations,Picnics,$15-$30,none
American,Need To Dress,Dining After the Theater,$15-$30,Power Brokers
Indian,Excellent Service,Short Drive,$15-$30,none
American,Great for People Watching,Weekend Lunch,$15-$30,Continental
Italian,Excellent Decor,Weekend Lunch,$15-$30,Cafe/Espresso Bars
French,Romantic,Entertainment,$30-$50,Californian
Indian,Relaxed Senior Scene,Private Parties,$15-$30,none
Italian,Romantic,Late Night Menu,$30-$50,none
American,Excellent Food,Open for Breakfast,$15-$30,High Tea
Italian,Classic Hotel Dining,Private Rooms Available,$30-$50,none
American,Parking/Valet,Special Brunch Menu,$15-$30,Southern
French,Good Service,Weekend Dining,below $15,High Tea
Italian,Wheelchair Access,Private Rooms Available,$15-$30,Traditional
Italian,Parking/Valet,Pre-theater Dining,$15-$30,none
American,Fabulous Wine Lists,none,$30-$50,none
American,Health Conscious Menus,Weekend Dining,$30-$50,Hamburgers
American,Great for People Watching,Weekend Lunch,$15-$30,Hamburgers
