cuisine,atmosphere,occasion,price,style
American,Parking/Valet,Catering for Special Events,below $15,none
American,Parking/Valet,Weekend Dining,below $15,none
American,Parking/Valet,Private Rooms Available,below $15,none
American,No Reservations,Private Parties,below $15,none
American,No Reservations,Weekend Lunch,below $15,none
American,No Reservations,Takeout Available,below $15,none
American,No Reservations,Dining After the Theater,below $15,none
American,No Reservations,Delivery Available,below $15,none
American,No Reservations,Catering for Special Events,below $15,none
American,No Reservations,Weekend Dining,below $15,none
American,No Reservations,Private Rooms Available,below $15,none
American,Good Decor,Private Parties,below $15,none
American,Good Decor,Weekend Lunch,below $15,none
American,Good Decor,Takeout Available,below $15,none
American,Good Decor,Dining After the Theater,below $15,none
American,Good Decor,Delivery Available,below $15,none
American,Good Decor,Catering for Special Events,below $15,none
American,Good Decor,Weekend Dining,below $15,none
American,Good Decor,Private Rooms Available,below $15,none
American,Excellent Food,Private Parties,below $15,none
American,Excellent Food,Weekend Lunch,below $15,none
American,Excellent Food,Takeout Available,below $15,none
American,Excellent Food,Dining After the Theater,below $15,none
American,Excellent Food,Delivery Available,below $15,none
American,Excellent Food,Catering for Special Events,below $15,none
American,Excellent Food,Weekend Dining,below $15,none
American,Excellent Food,Private Rooms Available,below $15,none
American,For the Young and Young at Heart,Private Parties,below $15,none
American,For the Young and Young at Heart,Weekend Lunch,below $15,none
American,For the Young and Young at Heart,Takeout Available,below $15,none
American,For the Young and Young at Heart,Dining After the Theater,below $15,none
American,For the Young and Young at Heart,Delivery Available,below $15,none
American,For the Young and Young at Heart,Catering for Special Events,below $15,none
American,For the Young and Young at Heart,Weekend Dining,below $15,none
American,For the Young and Young at Heart,Private Rooms Available,below $15,none
American,Wheelchair Access,Private Parties,below $15,none
American,Wheelchair Access,Weekend Lunch,below $15,none
American,Wheelchair Access,Takeout Available,below $15,none
American,Wheelchair Access,Dining After the Theater,below $15,none
American,Wheelchair Access,Delivery Available,below $15,none
American,Wheelchair Access,Catering for Special Events,below $15,none
American,Wheelchair Access,Weekend Dining,below $15,none
American,Wheelchair Access,Private Rooms Available,below $15,none
American,Good for Younger Kids,Private Parties,below $15,none
American,Good for Younger Kids,Weekend Lunch,below $15,none
American,Good for Younger Kids,Takeout Available,below $15,none
American,Good for Younger Kids,Dining After the Theater,below $15,none
American,Good for Younger Kids,Delivery Available,below $15,none
American,Good for Younger Kids,Catering for Special Events,below $15,none
American,Good for Younger Kids,Weekend Dining,below $15,none
American,Good for Younger Kids,Private Rooms Available,below $15,none
American,Excellent Service,Private Parties,below $15,none
American,Excellent Service,Weekend Lunch,below $15,none
American,Excellent Service,Takeout Available,below $15,none
American,Excellent Service,Dining After the Theater,below $15,none
American,Excellent Service,Delivery Available,below $15,none
American,Excellent Service,Catering for Special Events,below $15,none
American,Excellent Service,Weekend Dining,below $15,none
American,Excellent Service,Private Rooms Available,below $15,none
American,Place for Singles,Weekend Lunch,$15-$30,Traditional
American,Place for Singles,Weekend Lunch,$15-$30,Hamburgers
American,Place for Singles,Special Brunch Menu,$15-$30,Traditional
American,Place for Singles,Special Brunch Menu,$15-$30,Hamburgers
American,Place for Singles,Weekend Dining,$15-$30,Traditional
American,Place for Singles,Weekend Dining,$15-$30,Hamburgers
American,Place for Singles,Dining Outdoors,$15-$30,Traditional
American,Place for Singles,Dining Outdoors,$15-$30,Hamburgers
American,Parking/Valet,Weekend Lunch,$15-$30,Traditional
American,Parking/Valet,Weekend Lunch,$15-$30,Hamburgers
American,Parking/Valet,Special Brunch Menu,$15-$30,Traditional
American,Parking/Valet,Special Brunch Menu,$15-$30,Hamburgers
American,Parking/Valet,Weekend Dining,$15-$30,Traditional
American,Parking/Valet,Weekend Dining,$15-$30,Hamburgers
American,Parking/Valet,Dining Outdoors,$15-$30,Traditional
American,Parking/Valet,Dining Outdoors,$15-$30,Hamburgers
American,No Reservations,Weekend Lunch,$15-$30,Traditional
American,No Reservations,Weekend Lunch,$15-$30,Hamburgers
American,No Reservations,Special Brunch Menu,$15-$30,Traditional
American,No Reservations,Special Brunch Menu,$15-$30,Hamburgers
American,No Reservations,Weekend Dining,$15-$30,Traditional
American,No Reservations,Weekend Dining,$15-$30,Hamburgers
American,No Reservations,Dining Outdoors,$15-$30,Traditional
American,No Reservations,Dining Outdoors,$15-$30,Hamburgers
American,Excellent Decor,Weekend Lunch,$15-$30,Traditional
American,Excellent Decor,Weekend Lunch,$15-$30,Hamburgers
American,Excellent Decor,Special Brunch Menu,$15-$30,Traditional
American,Excellent Decor,Special Brunch Menu,$15-$30,Hamburgers
American,Excellent Decor,Weekend Dining,$15-$30,Traditional
American,Excellent Decor,Weekend Dining,$15-$30,Hamburgers
American,Excellent Decor,Dining Outdoors,$15-$30,Traditional
American,Excellent Decor,Dining Outdoors,$15-$30,Hamburgers
American,Excellent Food,Weekend Lunch,$15-$30,Traditional
American,Excellent Food,Weekend Lunch,$15-$30,Hamburgers
American,Excellent Food,Special Brunch Menu,$15-$30,Traditional
American,Excellent Food,Special Brunch Menu,$15-$30,Hamburgers
American,Excellent Food,Weekend Dining,$15-$30,Traditional
American,Excellent Food,Weekend Dining,$15-$30,Hamburgers
American,Excellent Food,Dining Outdoors,$15-$30,Traditional
American,Excellent Food,Dining Outdoors,$15-$30,Hamburgers
American,Wheelchair Access,Weekend Lunch,$15-$30,Traditional
American,Wheelchair Access,Weekend Lunch,$15-$30,Hamburgers
American,Wheelchair Access,Special Brunch Menu,$15-$30,Traditional
American,Wheelchair Access,Special Brunch Menu,$15-$30,Hamburgers
American,Wheelchair Access,Weekend Dining,$15-$30,Traditional
American,Wheelchair Access,Weekend Dining,$15-$30,Hamburgers
American,Wheelchair Access,Dining Outdoors,$15-$30,Traditional
American,Wheelchair Access,Dining Outdoors,$15-$30,Hamburgers
American,Excellent Service,Weekend Lunch,$15-$30,Traditional
American,Excellent Service,Weekend Lunch,$15-$30,Hamburgers
American,Excellent Service,Special Brunch Menu,$15-$30,Traditional
American,Excellent Service,Special Brunch Menu,$15-$30,Hamburgers
American,Excellent Service,Weekend Dining,$15-$30,Traditional
American,Excellent Service,Weekend Dining,$15-$30,Hamburgers
American,Excellent Service,Dining Outdoors,$15-$30,Traditional
American,Excellent Service,Dining Outdoors,$15-$30,Hamburgers
American,Extraordinary Decor,Private Parties,$30-$50,High Tea
American,Extraordinary Decor,Weekend Lunch,$30-$50,High Tea
American,Extraordinary Decor,Takeout Available,$30-$50,High Tea
American,Extraordinary Decor,Special Brunch Menu,$30-$50,High Tea
American,Extraordinary Decor,Dancing,$30-$50,High Tea
American,Extraordinary Decor,Entertainment,$30-$50,High Tea
American,Extraordinary Decor,Delivery Available,$30-$50,High Tea
American,Extraordinary Decor,Weekend Dining,$30-$50,High Tea
American,Extraordinary Decor,Private Rooms Available,$30-$50,High Tea
American,Quiet for Conversation,Private Parties,$30-$50,High Tea
American,Quiet for Conversation,Weekend Lunch,$30-$50,High Tea
American,Quiet for Conversation,Takeout Available,$30-$50,High Tea
American,Quiet for Conversation,Special Brunch Menu,$30-$50,High Tea
American,Quiet for Conversation,Dancing,$30-$50,High Tea
American,Quiet for Conversation,Entertainment,$30-$50,High Tea
American,Quiet for Conversation,Delivery Available,$30-$50,High Tea
American,Quiet for Conversation,Weekend Dining,$30-$50,High Tea
American,Quiet for Conversation,Private Rooms Available,$30-$50,High Tea
American,Extraordinary Food,Private Parties,$30-$50,High Tea
American,Extraordinary Food,Weekend Lunch,$30-$50,High Tea
American,Extraordinary Food,Takeout Available,$30-$50,High Tea
American,Extraordinary Food,Special Brunch Menu,$30-$50,High Tea
American,Extraordinary Food,Dancing,$30-$50,High Tea
American,Extraordinary Food,Entertainment,$30-$50,High Tea
American,Extraordinary Food,Delivery Available,$30-$50,High Tea
American,Extraordinary Food,Weekend Dining,$30-$50,High Tea
American,Extraordinary Food,Private Rooms Available,$30-$50,High Tea
American,Business Scene,Private Parties,$30-$50,High Tea
American,Business Scene,Weekend Lunch,$30-$50,High Tea
American,Business Scene,Takeout Available,$30-$50,High Tea
American,Business Scene,Special Brunch Menu,$30-$50,High Tea
American,Business Scene,Dancing,$30-$50,High Tea
American,Business Scene,Entertainment,$30-$50,High Tea
American,Business Scene,Delivery Available,$30-$50,High Tea
American,Business Scene,Weekend Dining,$30-$50,High Tea
American,Business Scene,Private Rooms Available,$30-$50,High Tea
American,Classic Hotel Dining,Private Parties,$30-$50,High Tea
American,Classic Hotel Dining,Weekend Lunch,$30-$50,High Tea
American,Classic Hotel Dining,Takeout Available,$30-$50,High Tea
American,Classic Hotel Dining,Special Brunch Menu,$30-$50,High Tea
American,Classic Hotel Dining,Dancing,$30-$50,High Tea
American,Classic Hotel Dining,Entertainment,$30-$50,High Tea
American,Classic Hotel Dining,Delivery Available,$30-$50,High Tea
American,Classic Hotel Dining,Weekend Dining,$30-$50,High Tea
American,Classic Hotel Dining,Private Rooms Available,$30-$50,High Tea
American,Wheelchair Access,Private Parties,$30-$50,High Tea
American,Wheelchair Access,Weekend Lunch,$30-$50,High Tea
American,Wheelchair Access,Takeout Available,$30-$50,High Tea
American,Wheelchair Access,Special Brunch Menu,$30-$50,High Tea
American,Wheelchair Access,Dancing,$30-$50,High Tea
American,Wheelchair Access,Entertainment,$30-$50,High Tea
American,Wheelchair Access,Delivery Available,$30-$50,High Tea
American,Wheelchair Access,Weekend Dining,$30-$50,High Tea
American,Wheelchair Access,Private Rooms Available,$30-$50,High Tea
American,Health Conscious Menus,Private Parties,$30-$50,High Tea
American,Health Conscious Menus,Weekend Lunch,$30-$50,High Tea
American,Health Conscious Menus,Takeout Available,$30-$50,High Tea
American,Health Conscious Menus,Special Brunch Menu,$30-$50,High Tea
American,Health Conscious Menus,Dancing,$30-$50,High Tea
American,Health Conscious Menus,Entertainment,$30-$50,High Tea
American,Health Conscious Menus,Delivery Available,$30-$50,High Tea
American,Health Conscious Menus,Weekend Dining,$30-$50,High Tea
American,Health Conscious Menus,Private Rooms Available,$30-$50,High Tea
American,Extraordinary Service,Private Parties,$30-$50,High Tea
American,Extraordinary Service,Weekend Lunch,$30-$50,High Tea
American,Extraordinary Service,Takeout Available,$30-$50,High Tea
American,Extraordinary Service,Special Brunch Menu,$30-$50,High Tea
American,Extraordinary Service,Dancing,$30-$50,High Tea
American,Extraordinary Service,Entertainment,$30-$50,High Tea
American,Extraordinary Service,Delivery Available,$30-$50,High Tea
American,Extraordinary Service,Weekend Dining,$30-$50,High Tea
American,Extraordinary Service,Private Rooms Available,$30-$50,High Tea
American,Good Out of Town Business,Private Parties,$30-$50,High Tea
American,Good Out of Town Business,Weekend Lunch,$30-$50,High Tea
American,Good Out of Town Business,Takeout Available,$30-$50,High Tea
American,Good Out of Town Business,Special Brunch Menu,$30-$50,High Tea
American,Good Out of Town Business,Dancing,$30-$50,High Tea
American,Good Out of Town Business,Entertainment,$30-$50,High Tea
American,Good Out of Town Business,Delivery Available,$30-$50,High Tea
American,Good Out of Town Business,Weekend Dining,$30-$50,High Tea
American,Good Out of Town Business,Private Rooms Available,$30-$50,High Tea
American,Warm spots by the fire,Private Parties,$30-$50,High Tea
American,Warm spots by the fire,Weekend Lunch,$30-$50,High Tea
American,Warm spots by the fire,Takeout Available,$30-$50,High Tea
American,Warm spots by the fire,Special Brunch Menu,$30-$50,High Tea
American,Warm spots by the fire,Dancing,$30-$50,High Tea
American,Warm spots by the fire,Entertainment,$30-$50,High Tea
American,Warm spots by the fire,Delivery Available,$30-$50,High Tea
American,Warm spots by the fire,Weekend Dining,$30-$50,High Tea
American,Warm spots by the fire,Private Rooms Available,$30-$50,High Tea
American,Parking/Valet,Private Parties,$15-$30,Hamburgers
American,Parking/Valet,Weekend Lunch,$15-$30,Hamburgers
American,Parking/Valet,Takeout Available,$15-$30,Hamburgers
American,Parking/Valet,Dining Outdoors,$15-$30,Hamburgers
American,Parking/Valet,Delivery Available,$15-$30,Hamburgers
American,Parking/Valet,Weekend Dining,$15-$30,Hamburgers
American,Parking/Valet,Private Rooms Available,$15-$30,Hamburgers
American,No Reservations,Private Parties,$15-$30,Hamburgers
American,No Reservations,Weekend Lunch,$15-$30,Hamburgers
American,No Reservations,Takeout Available,$15-$30,Hamburgers
American,No Reservations,Dining Outdoors,$15-$30,Hamburgers
American,No Reservations,Delivery Available,$15-$30,Hamburgers
American,No Reservations,Weekend Dining,$15-$30,Hamburgers
American,No Reservations,Private Rooms Available,$15-$30,Hamburgers
American,Excellent Decor,Private Parties,$15-$30,Hamburgers
American,Excellent Decor,Weekend Lunch,$15-$30,Hamburgers
American,Excellent Decor,Takeout Available,$15-$30,Hamburgers
American,Excellent Decor,Dining Outdoors,$15-$30,Hamburgers
American,Excellent Decor,Delivery Available,$15-$30,Hamburgers
American,Excellent Decor,Weekend Dining,$15-$30,Hamburgers
American,Excellent Decor,Private Rooms Available,$15-$30,Hamburgers
American,Excellent Food,Private Parties,$15-$30,Hamburgers
American,Excellent Food,Weekend Lunch,$15-$30,Hamburgers
American,Excellent Food,Takeout Available,$15-$30,Hamburgers
American,Excellent Food,Dining Outdoors,$15-$30,Hamburgers
American,Excellent Food,Delivery Available,$15-$30,Hamburgers
American,Excellent Food,Weekend Dining,$15-$30,Hamburgers
American,Excellent Food,Private Rooms Available,$15-$30,Hamburgers
American,Wheelchair Access,Private Parties,$15-$30,Hamburgers
American,Wheelchair Access,Weekend Lunch,$15-$30,Hamburgers
American,Wheelchair Access,Takeout Available,$15-$30,Hamburgers
American,Wheelchair Access,Dining Outdoors,$15-$30,Hamburgers
American,Wheelchair Access,Delivery Available,$15-$30,Hamburgers
American,Wheelchair Access,Weekend Dining,$15-$30,Hamburgers
American,Wheelchair Access,Private Rooms Available,$15-$30,Hamburgers
American,Good for Younger Kids,Private Parties,$15-$30,Hamburgers
American,Good for Younger Kids,Weekend Lunch,$15-$30,Hamburgers
American,Good for Younger Kids,Takeout Available,$15-$30,Hamburgers
American,Good for Younger Kids,Dining Outdoors,$15-$30,Hamburgers
American,Good for Younger Kids,Delivery Available,$15-$30,Hamburgers
American,Good for Younger Kids,Weekend Dining,$15-$30,Hamburgers
American,Good for Younger Kids,Private Rooms Available,$15-$30,Hamburgers
American,Health Conscious Menus,Private Parties,$15-$30,Hamburgers
American,Health Conscious Menus,Weekend Lunch,$15-$30,Hamburgers
American,Health Conscious Menus,Takeout Available,$15-$30,Hamburgers
American,Health Conscious Menus,Dining Outdoors,$15-$30,Hamburgers
American,Health Conscious Menus,Delivery Available,$15-$30,Hamburgers
American,Health Conscious Menus,Weekend Dining,$15-$30,Hamburgers
American,Health Conscious Menus,Private Rooms Available,$15-$30,Hamburgers
American,Focus on Dessert,Private Parties,$15-$30,Hamburgers
American,Focus on Dessert,Weekend Lunch,$15-$30,Hamburgers
American,Focus on Dessert,Takeout Available,$15-$30,Hamburgers
American,Focus on Dessert,Dining Outdoors,$15-$30,Hamburgers
American,Focus on Dessert,Delivery Available,$15-$30,Hamburgers
American,Focus on Dessert,Weekend Dining,$15-$30,Hamburgers
American,Focus on Dessert,Private Rooms Available,$15-$30,Hamburgers
American,Excellent Service,Private Parties,$15-$30,Hamburgers
American,Excellent Service,Weekend Lunch,$15-$30,Hamburgers
American,Excellent Service,Takeout Available,$15-$30,Hamburgers
American,Excellent Service,Dining Outdoors,$15-$30,Hamburgers
American,Excellent Service,Delivery Available,$15-$30,Hamburgers
American,Excellent Service,Weekend Dining,$15-$30,Hamburgers
American,Excellent Service,Private Rooms Available,$15-$30,Hamburgers
American,Place for Singles,Private Parties,$15-$30,none
